日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,index_name,index_code
2025-03-06,7625.06,7617.11,7643.14,7601.26,57793632,5202142170230.2,0.55,1.07,80.43,2.7,CSI 300,4
2025-03-07,7682.42,7656.51,7736.92,7649.55,119358846,7434344044201.87,1.14,0.52,39.4,4.0,CSI 300,4
2025-03-10,7770.48,7760.25,7806.74,7760.07,250666375,22803617837374.74,0.6,1.35,103.73,0.91,CSI 300,4
2025-03-11,7710.28,7741.56,7780.2,7709.61,76935060,8099163539858.68,0.92,-0.24,-18.68,1.92,CSI 300,4
2025-03-12,7862.31,7869.84,7900.47,7826.57,27482205,1951362801045.45,0.94,1.66,128.27,1.84,CSI 300,4
2025-03-13,7699.02,7740.89,7784.51,7646.64,139714971,15930566491385.25,1.8,-1.64,-128.94,2.56,CSI 300,4
2025-03-14,7892.45,7874.39,7984.56,7836.84,50836675,4365330376037.7,1.89,1.72,133.5,2.31,CSI 300,4
2025-03-17,8049.44,7987.77,8093.17,7910.6,46571205,4117403194857.53,2.31,1.44,113.38,1.67,CSI 300,4
2025-03-18,7841.63,7825.55,7852.01,7758.87,159832510,14513482933729.51,1.2,-2.03,-162.23,4.18,CSI 300,4
2025-03-19,7814.68,7874.74,7914.45,7804.49,34250149,2899977905067.5,1.41,0.63,49.19,4.58,CSI 300,4
2025-03-20,7866.61,7863.39,7937.78,7863.16,134533707,13294135074025.92,0.95,-0.14,-11.35,3.99,CSI 300,4
2025-03-21,7853.66,7854.1,7857.0,7821.93,58708825,4263121072990.5,0.45,-0.12,-9.28,3.65,CSI 300,4
2025-03-24,7846.15,7862.42,7869.72,7843.25,25997470,2952159969381.42,0.34,0.11,8.31,3.15,CSI 300,4
2025-03-25,7738.48,7800.69,7844.99,7695.02,102156811,11218848913894.32,1.95,-0.79,-61.73,2.01,CSI 300,4
2025-03-26,7912.19,7897.45,7914.86,7869.35,21298976,2104847794024.02,0.58,1.24,96.76,4.63,CSI 300,4
2025-03-27,7928.64,7899.45,7973.49,7839.16,64171530,6856344159802.78,1.71,0.03,2.0,3.42,CSI 300,4
2025-03-28,7758.7,7785.54,7848.44,7717.34,28998875,2925935528637.39,1.7,-1.44,-113.91,4.5,CSI 300,4
2025-03-31,7756.16,7783.29,7789.21,7751.88,55726515,4910171798875.75,0.48,-0.03,-2.25,2.54,CSI 300,4
2025-04-01,7727.28,7736.86,7737.03,7695.29,93036202,6542425445779.48,0.54,-0.6,-46.42,2.35,CSI 300,4
2025-04-02,7853.37,7800.35,7907.29,7763.34,81109085,6497358297443.02,1.85,0.82,63.49,0.85,CSI 300,4
2025-04-03,7660.07,7668.54,7688.16,7655.96,72855986,7928696925719.43,0.42,-1.69,-131.81,2.02,CSI 300,4
2025-04-04,7846.23,7869.73,7886.87,7755.78,108756751,10836409147356.36,1.69,2.62,201.19,2.24,CSI 300,4
2025-04-07,7871.36,7883.64,7889.08,7822.48,65658703,7276325584090.83,0.85,0.18,13.9,2.72,CSI 300,4
2025-04-08,7776.03,7758.51,7885.3,7738.41,58927848,6466976478215.1,1.9,-1.59,-125.12,2.64,CSI 300,4
2025-04-09,7678.63,7739.7,7768.52,7675.88,75727869,6852143647590.18,1.21,-0.24,-18.81,4.63,CSI 300,4
2025-04-10,7685.74,7692.69,7709.74,7682.77,47167224,4011479581676.53,0.35,-0.61,-47.01,2.78,CSI 300,4
2025-04-11,7604.39,7614.72,7640.82,7603.26,101078632,8470490013004.83,0.49,-1.01,-77.97,4.3,CSI 300,4
2025-04-14,7655.09,7658.32,7665.06,7624.29,68020632,5786501855596.2,0.53,0.57,43.6,1.08,CSI 300,4
2025-04-15,7860.53,7881.91,7922.44,7833.88,93913968,10824526350809.43,1.13,2.92,223.59,3.07,CSI 300,4
2025-04-16,8033.12,8075.04,8082.35,7989.5,60089279,4392308154524.57,1.16,2.45,193.12,2.92,CSI 300,4
2025-04-17,8127.23,8097.78,8128.55,8087.17,84266159,6183999750353.99,0.51,0.28,22.75,1.2,CSI 300,4
2025-04-18,7959.75,8017.23,8024.9,7940.4,91562058,7862385533016.83,1.06,-0.99,-80.56,1.6,CSI 300,4
2025-04-21,8097.11,8048.0,8118.69,8017.55,23921604,2620821222346.26,1.26,0.38,30.78,2.75,CSI 300,4
2025-04-22,8137.86,8126.83,8139.15,8124.01,31624541,3589267954222.16,0.19,0.98,78.83,2.85,CSI 300,4
2025-04-23,8171.62,8149.97,8245.82,8114.11,49667139,5577277862383.79,1.62,0.28,23.14,4.55,CSI 300,4
2025-04-24,8232.57,8230.54,8268.55,8220.83,61491510,6110793637013.16,0.58,0.99,80.57,1.24,CSI 300,4
2025-04-25,8317.73,8279.68,8360.81,8274.54,124233492,14404708043611.36,1.04,0.6,49.14,1.87,CSI 300,4
2025-04-28,8329.37,8311.98,8365.1,8285.86,82389639,6402719101585.09,0.96,0.39,32.3,1.58,CSI 300,4
2025-04-29,8223.86,8182.22,8227.13,8156.16,85296897,8508004884300.55,0.87,-1.56,-129.76,4.02,CSI 300,4
2025-04-30,8196.95,8170.0,8228.15,8149.77,141932033,11943532974507.49,0.96,-0.15,-12.23,1.47,CSI 300,4
2025-05-05,8411.09,8374.58,8465.71,8332.93,130650518,10844804654306.61,1.59,2.5,204.58,4.54,CSI 300,4
2025-05-06,8406.07,8429.57,8435.09,8392.21,39655740,2907408012606.19,0.51,0.66,54.99,4.69,CSI 300,4
2025-05-07,8546.58,8559.29,8606.06,8448.32,121629932,10986980670241.35,1.87,1.54,129.72,1.0,CSI 300,4
2025-05-08,8785.35,8784.8,8844.85,8767.84,69193612,5011319646414.11,0.88,2.63,225.51,1.48,CSI 300,4
2025-05-09,8652.01,8651.89,8701.45,8591.88,50747280,4595469081675.95,1.28,-1.51,-132.92,2.23,CSI 300,4
2025-05-12,8966.02,8945.95,9001.96,8904.24,56698961,5743684417676.04,1.1,3.4,294.06,4.4,CSI 300,4
2025-05-13,9034.42,9060.91,9122.37,9020.98,48025919,4571100316229.22,1.12,1.29,114.96,1.05,CSI 300,4
2025-05-14,9199.38,9199.6,9212.95,9177.45,70462129,8685177993554.79,0.39,1.53,138.7,2.05,CSI 300,4
2025-05-15,9143.61,9121.3,9153.47,9060.97,62992162,5725728262101.92,1.02,-0.85,-78.3,3.66,CSI 300,4
2025-05-16,9140.2,9209.0,9225.03,9106.42,121812495,9562250535749.84,1.3,0.96,87.7,3.75,CSI 300,4
2025-05-19,9152.48,9114.92,9213.9,9082.63,172602759,14779274434591.92,1.45,-1.02,-94.08,2.1,CSI 300,4
2025-05-20,9207.32,9134.47,9234.0,9108.6,53618821,6729789259351.74,1.38,0.21,19.55,4.83,CSI 300,4
2025-05-21,9143.54,9176.29,9254.74,9094.11,34350277,3924788733882.58,1.77,0.46,41.83,2.09,CSI 300,4
2025-05-22,9202.44,9149.64,9281.21,9138.35,91689479,10101499907272.89,1.56,-0.29,-26.65,3.26,CSI 300,4
2025-05-23,9296.54,9288.33,9307.45,9284.88,105149351,11495078049426.3,0.24,1.52,138.69,3.27,CSI 300,4
2025-05-26,9195.55,9227.41,9267.12,9180.11,79418317,9705054173556.98,0.95,-0.66,-60.92,4.1,CSI 300,4
2025-05-27,9016.9,8987.89,9133.69,8953.6,30420897,2563044268954.61,2.01,-2.6,-239.53,2.11,CSI 300,4
2025-05-28,9028.99,8961.2,9109.97,8893.73,44183766,3748785636692.71,2.43,-0.3,-26.68,2.35,CSI 300,4
2025-05-29,9094.7,9109.03,9118.05,9047.88,70675315,5737054901958.63,0.78,1.65,147.82,2.38,CSI 300,4
2025-05-30,9362.57,9401.67,9468.27,9358.25,48253616,4706875004814.47,1.18,3.21,292.64,0.76,CSI 300,4
2025-06-02,9481.0,9564.36,9595.22,9446.98,39870223,3781771007678.71,1.57,1.73,162.69,3.8,CSI 300,4
2025-06-03,9693.45,9698.92,9728.67,9583.99,191848117,26805861325904.95,1.51,1.41,134.56,3.96,CSI 300,4
2025-06-04,9659.26,9653.12,9703.16,9647.43,39830244,3109339217008.58,0.58,-0.47,-45.8,4.19,CSI 300,4
2025-06-05,10014.47,9944.11,10026.42,9931.43,120032211,13510526962576.18,0.96,3.01,290.99,3.71,CSI 300,4
2025-06-06,10107.37,10034.56,10191.25,9999.86,80707706,10621059406747.66,1.91,0.91,90.45,3.17,CSI 300,4
2025-06-09,10104.72,10130.92,10193.08,10070.19,88999639,12935275477839.92,1.22,0.96,96.36,3.04,CSI 300,4
2025-06-10,10247.86,10215.69,10288.48,10157.36,115981697,17490854726068.05,1.29,0.84,84.76,3.4,CSI 300,4
2025-06-11,10018.74,10063.91,10149.78,10018.14,46527590,3973135449774.3,1.31,-1.49,-151.78,0.54,CSI 300,4
2025-06-12,10119.02,10116.15,10153.22,10066.17,56520162,5354922733343.11,0.86,0.52,52.24,2.52,CSI 300,4
2025-06-13,9921.83,9926.86,10044.23,9812.85,83162169,12377460142460.34,2.36,-1.87,-189.28,0.68,CSI 300,4
2025-06-16,10001.28,10035.57,10046.09,9861.19,26046073,2664680918989.14,1.88,1.1,108.71,2.7,CSI 300,4
2025-06-17,10076.71,10081.44,10095.14,10034.69,149800719,12669226037288.9,0.6,0.46,45.87,1.17,CSI 300,4
2025-06-18,10033.51,10000.63,10116.46,9958.56,69579788,10114660367410.16,1.59,-0.8,-80.81,0.54,CSI 300,4
2025-06-19,10192.44,10149.04,10272.71,10101.08,40997795,4503670312601.86,1.7,1.48,148.42,3.79,CSI 300,4
2025-06-20,10098.08,10103.79,10172.55,10023.25,113453736,11505753242198.87,1.49,-0.45,-45.26,3.67,CSI 300,4
2025-06-23,10058.49,10061.9,10082.49,10049.99,68737621,6262197560511.27,0.32,-0.41,-41.88,2.24,CSI 300,4
2025-06-24,10061.07,10133.76,10175.48,10015.65,45775536,5091705715995.43,1.6,0.71,71.86,0.79,CSI 300,4
2025-06-25,10144.53,10133.7,10150.92,10107.33,105362236,11290568629423.0,0.43,-0.0,-0.06,4.89,CSI 300,4
2025-06-26,10155.95,10166.48,10175.79,10146.86,20526916,3019463707450.91,0.29,0.32,32.77,1.18,CSI 300,4
2025-06-27,10301.32,10304.95,10364.19,10219.09,80985525,7913976915388.65,1.42,1.36,138.47,2.7,CSI 300,4
2025-06-30,10188.93,10208.1,10223.63,10178.23,126422088,11105348084959.06,0.45,-0.94,-96.85,1.72,CSI 300,4
2025-07-01,10063.53,10100.91,10136.13,10035.8,43293737,4344712069802.17,1.0,-1.05,-107.18,1.1,CSI 300,4
2025-07-02,10038.06,10072.37,10146.05,10031.11,34590810,4119059731559.95,1.15,-0.28,-28.55,2.81,CSI 300,4
2025-07-03,10039.57,10066.14,10089.51,9996.29,81132446,8407836058122.62,0.93,-0.06,-6.23,1.38,CSI 300,4
2025-07-04,10099.65,10152.18,10194.21,10083.78,46810550,4840576500244.32,1.1,0.85,86.04,2.12,CSI 300,4
2025-07-07,10422.31,10410.48,10446.4,10354.72,202053658,22687485288119.75,0.89,2.54,258.3,3.23,CSI 300,4
2025-07-08,10429.52,10406.77,10487.74,10374.8,50372286,7395259785371.95,1.09,-0.04,-3.71,2.24,CSI 300,4
2025-07-09,10408.16,10413.75,10447.4,10387.49,59578364,7841716485245.02,0.58,0.07,6.98,2.84,CSI 300,4
2025-07-10,10562.14,10554.87,10586.01,10519.77,85217225,10514864212777.9,0.63,1.36,141.12,1.54,CSI 300,4
2025-07-11,10441.58,10450.93,10463.32,10432.02,26451879,2991308327355.15,0.3,-0.98,-103.94,3.63,CSI 300,4
2025-07-14,10592.02,10545.04,10624.35,10528.23,67649280,6058319715130.81,0.91,0.9,94.11,3.36,CSI 300,4
2025-07-15,10554.72,10552.5,10601.09,10496.87,114917231,17209778009435.39,0.99,0.07,7.46,3.62,CSI 300,4
2025-07-16,10737.3,10725.68,10752.79,10702.66,63050027,6017765156285.41,0.47,1.64,173.18,2.03,CSI 300,4
2025-07-17,10920.65,10886.53,10923.63,10853.84,36985561,3746752092925.7,0.64,1.5,160.85,4.73,CSI 300,4
2025-07-18,11010.73,11011.75,11073.28,10958.29,52846662,6489151717895.79,1.05,1.15,125.23,3.31,CSI 300,4
2025-07-21,10863.52,10804.81,10897.84,10767.51,25205913,2446037506641.11,1.21,-1.88,-206.94,1.07,CSI 300,4
2025-07-22,10874.69,10902.95,10995.91,10804.36,56771837,7725268410435.99,1.77,0.91,98.14,4.89,CSI 300,4
2025-07-23,10845.16,10772.64,10866.43,10693.22,114381837,14121332473777.87,1.62,-1.2,-130.31,3.06,CSI 300,4
2025-07-24,10502.9,10510.97,10554.38,10457.46,48053526,5800737385065.44,0.93,-2.43,-261.68,3.64,CSI 300,4
2025-07-25,10516.43,10543.26,10619.54,10423.02,93137577,14503204130800.53,1.89,0.31,32.29,2.18,CSI 300,4
2025-07-28,10665.84,10731.49,10796.85,10590.15,31291227,4270145700782.8,1.95,1.79,188.23,2.49,CSI 300,4
2025-07-29,10869.75,10832.93,10923.95,10827.95,168037115,23890625474973.62,0.89,0.95,101.44,3.8,CSI 300,4
2025-07-30,10695.66,10710.93,10781.85,10585.03,115601448,15187563692705.38,1.86,-1.13,-122.01,4.39,CSI 300,4
2025-07-31,11108.67,11102.45,11131.74,11012.42,51336598,5595144354344.39,1.08,3.66,391.53,4.82,CSI 300,4
2025-08-01,11233.98,11222.55,11274.4,11218.32,33884674,3209864616605.52,0.5,1.08,120.09,4.95,CSI 300,4
2025-08-04,11080.87,11101.99,11116.43,11066.4,50928385,6743405104191.28,0.45,-1.07,-120.56,3.18,CSI 300,4
2025-08-05,10854.22,10808.97,10896.41,10771.77,75601699,9091621255660.86,1.16,-2.64,-293.02,0.89,CSI 300,4
2025-08-06,10801.51,10782.38,10820.63,10777.02,113011995,10798499307471.54,0.4,-0.25,-26.58,3.1,CSI 300,4
2025-08-07,10474.34,10509.25,10566.0,10389.68,22859481,3367290917296.27,1.7,-2.53,-273.14,1.42,CSI 300,4
2025-08-08,10316.3,10370.66,10432.97,10284.84,119969142,14279663054418.0,1.44,-1.32,-138.59,3.42,CSI 300,4
2025-08-11,10174.59,10143.68,10204.31,10101.8,74658364,8464205294293.48,1.01,-2.19,-226.98,2.01,CSI 300,4
2025-08-12,10036.88,10046.33,10068.15,9983.42,36699999,4026777235385.78,0.85,-0.96,-97.35,2.85,CSI 300,4
2025-08-13,10005.81,9978.65,10022.39,9962.4,18355798,2411253660765.05,0.6,-0.67,-67.67,3.47,CSI 300,4
2025-08-14,9857.7,9867.31,9876.99,9829.07,70331997,5803392743527.54,0.49,-1.12,-111.35,4.59,CSI 300,4
2025-08-15,10172.75,10164.34,10172.84,10149.04,73290771,7082396981459.66,0.23,3.01,297.03,4.07,CSI 300,4
2025-08-18,10173.56,10141.7,10253.27,10080.98,48246895,7005025728644.26,1.71,-0.22,-22.64,0.6,CSI 300,4
2025-08-19,10258.42,10318.83,10393.91,10194.57,103599622,8852883757701.7,1.96,1.75,177.13,1.19,CSI 300,4
2025-08-20,10465.63,10397.26,10471.04,10363.85,181535368,23169167118486.1,1.03,0.76,78.43,4.41,CSI 300,4
2025-08-21,10386.55,10371.36,10472.68,10347.79,53771879,5403581272210.24,1.21,-0.25,-25.9,3.84,CSI 300,4
2025-08-22,10226.79,10308.97,10327.09,10224.4,45202889,5491012941396.1,1.0,-0.6,-62.39,1.17,CSI 300,4
2025-08-25,10547.25,10492.09,10619.46,10455.8,154918071,19046245567764.5,1.57,1.78,183.12,3.15,CSI 300,4
2025-08-26,10392.77,10352.86,10448.02,10264.91,58800112,7666470449815.82,1.78,-1.33,-139.23,3.14,CSI 300,4
2025-08-27,10262.95,10270.56,10336.19,10240.94,91299468,8628936798239.52,0.93,-0.79,-82.3,3.99,CSI 300,4
2025-08-28,10242.38,10186.93,10254.24,10138.68,48466134,6164413656380.75,1.14,-0.81,-83.63,4.16,CSI 300,4
2025-08-29,10173.45,10198.86,10293.64,10094.25,116121969,15954474565438.74,1.98,0.12,11.94,3.53,CSI 300,4
2025-09-01,10075.3,10080.42,10105.16,10034.8,35242185,3279038364688.89,0.7,-1.16,-118.45,3.71,CSI 300,4
2025-09-02,10298.5,10205.19,10317.92,10147.59,70599813,9745277666596.74,1.68,1.24,124.77,3.5,CSI 300,4
2025-09-03,10370.83,10349.81,10417.38,10282.85,76131757,6975244243123.78,1.31,1.42,144.62,1.18,CSI 300,4
2025-09-04,10298.65,10255.3,10468.53,10227.76,59931966,6047522695453.15,2.35,-0.91,-94.51,3.58,CSI 300,4
2025-09-05,10360.57,10327.67,10419.5,10307.93,47766223,5195928826662.93,1.08,0.71,72.37,2.62,CSI 300,4
2025-09-08,10161.72,10216.94,10244.89,10080.7,160928808,16736817674674.88,1.63,-1.07,-110.73,4.9,CSI 300,4
2025-09-09,10254.68,10242.73,10269.04,10231.96,98388224,13238607486394.68,0.36,0.25,25.79,3.69,CSI 300,4
2025-09-10,10408.99,10400.59,10481.86,10396.16,42602733,4378809314759.1,0.82,1.54,157.85,2.18,CSI 300,4
2025-09-11,10464.8,10416.63,10544.79,10398.25,25599287,3534591439008.47,1.41,0.15,16.04,4.6,CSI 300,4
2025-09-12,10465.39,10404.49,10635.55,10365.07,137517070,12018365743836.82,2.61,-0.12,-12.14,1.54,CSI 300,4
2025-09-15,10769.9,10715.99,10779.56,10714.67,41323945,4530141121349.08,0.61,2.99,311.51,2.6,CSI 300,4
2025-09-16,10748.46,10768.33,10891.28,10631.78,67720626,10493267677458.06,2.44,0.49,52.33,0.79,CSI 300,4
2025-09-17,10592.75,10652.45,10694.54,10571.37,68746246,7834878403140.79,1.17,-1.08,-115.87,3.33,CSI 300,4
2025-09-18,10547.58,10527.06,10574.44,10412.8,75750166,9004572257899.03,1.55,-1.18,-125.39,3.01,CSI 300,4
2025-09-19,10837.35,10841.09,10908.28,10835.99,28227601,4060848745791.51,0.67,2.98,314.03,2.77,CSI 300,4
2025-09-22,10694.84,10738.88,10813.2,10660.34,55143397,4960472324205.72,1.43,-0.94,-102.21,1.43,CSI 300,4
2025-09-23,10614.21,10643.11,10693.72,10556.62,65144509,8946973330975.25,1.3,-0.89,-95.77,2.72,CSI 300,4
2025-09-24,10646.5,10648.95,10699.13,10576.53,63863024,5747279620144.12,1.16,0.05,5.83,2.57,CSI 300,4
2025-09-25,10763.22,10752.4,10837.61,10724.63,93868874,11978477698922.01,1.05,0.97,103.45,0.6,CSI 300,4
2025-09-26,10558.19,10581.14,10633.28,10538.18,71305391,9265576910320.46,0.9,-1.59,-171.26,1.23,CSI 300,4
2025-09-29,10544.29,10544.94,10625.19,10540.81,82032009,7796009019844.75,0.8,-0.34,-36.19,4.56,CSI 300,4
2025-09-30,10360.22,10363.17,10415.12,10285.84,48673858,7039908625483.8,1.26,-1.72,-181.77,4.05,CSI 300,4
2025-10-08,10355.74,10344.65,10365.93,10273.48,154166462,19109715738762.49,0.9,-0.18,-18.52,1.04,CSI 300,4
2025-10-09,10417.4,10457.2,10484.52,10406.28,56816071,5396768815162.08,0.75,1.09,112.55,4.88,CSI 300,4
2025-10-10,10396.77,10425.15,10523.64,10334.6,77410769,11319362480946.64,1.83,-0.31,-32.05,2.59,CSI 300,4
2025-10-13,10750.39,10694.14,10752.3,10646.85,69519952,10239994275581.42,0.99,2.58,268.99,3.88,CSI 300,4
2025-10-14,10567.87,10578.56,10646.78,10517.52,82269224,11048302837241.96,1.23,-1.08,-115.58,2.94,CSI 300,4
2025-10-15,10630.34,10610.63,10733.6,10548.69,119669428,13762218093265.22,1.75,0.3,32.06,3.94,CSI 300,4
2025-10-16,10741.82,10793.09,10843.63,10693.02,43122869,5333490488507.5,1.41,1.72,182.47,3.48,CSI 300,4
2025-10-17,10987.47,10936.81,11004.63,10882.35,99218125,14024260143974.95,1.12,1.33,143.72,0.79,CSI 300,4
2025-10-20,11365.54,11314.72,11401.49,11262.84,94926070,10850801214121.6,1.23,3.46,377.91,4.61,CSI 300,4
2025-10-21,11377.86,11364.61,11403.12,11244.9,71605319,9901853907405.93,1.41,0.44,49.89,3.96,CSI 300,4
2025-10-22,11207.78,11234.68,11243.69,11065.41,73543507,10207580805867.29,1.61,-1.14,-129.93,1.5,CSI 300,4
2025-10-23,11186.16,11249.17,11318.82,11037.26,36843788,3960053159504.4,2.55,0.13,14.49,1.52,CSI 300,4
2025-10-24,11227.56,11128.85,11227.89,11039.12,55404427,5487944820396.21,1.71,-1.07,-120.32,3.59,CSI 300,4
2025-10-27,11130.89,11148.52,11215.03,11063.37,25301620,2581997713615.5,1.37,0.18,19.66,3.65,CSI 300,4
2025-10-28,11266.17,11329.52,11372.1,11054.94,56340760,5201030565499.38,2.87,1.62,181.0,0.89,CSI 300,4
2025-10-29,11407.78,11434.39,11455.14,11287.96,63615510,9643736523781.31,1.48,0.93,104.87,4.57,CSI 300,4
2025-10-30,11438.94,11421.16,11496.42,11406.38,32624776,5092200602415.49,0.79,-0.12,-13.23,3.86,CSI 300,4
2025-10-31,11266.37,11321.45,11322.95,11220.92,76252037,11738282919430.88,0.91,-0.87,-99.71,4.93,CSI 300,4
2025-11-03,11345.38,11371.57,11422.53,11319.94,120069814,19811547077607.08,0.91,0.44,50.11,2.45,CSI 300,4
2025-11-04,11387.8,11452.16,11482.35,11379.48,73127982,7196737121482.56,0.9,0.71,80.59,0.89,CSI 300,4
2025-11-05,11331.18,11267.75,11407.66,11146.64,65480241,10709238819809.46,2.34,-1.61,-184.4,4.58,CSI 300,4
2025-11-06,11117.13,11120.73,11176.36,11059.81,50490461,6464430924067.91,1.05,-1.3,-147.03,4.16,CSI 300,4
2025-11-07,11018.32,11081.08,11156.27,11018.15,79065625,9421567573123.58,1.25,-0.36,-39.65,0.5,CSI 300,4
2025-11-10,10853.25,10891.49,10997.6,10847.76,39502553,3869166033963.33,1.38,-1.71,-189.6,2.89,CSI 300,4
2025-11-11,10610.49,10637.26,10641.52,10605.63,19660344,2380500856739.38,0.34,-2.33,-254.23,0.53,CSI 300,4
2025-11-12,10497.81,10496.87,10530.66,10387.22,144645135,19391881417711.36,1.38,-1.32,-140.39,2.08,CSI 300,4
2025-11-13,10513.67,10551.18,10590.97,10498.59,106149646,9657202493028.7,0.88,0.52,54.31,4.41,CSI 300,4
2025-11-14,10552.22,10567.26,10591.75,10478.01,37897159,5944801716944.65,1.09,0.15,16.09,3.53,CSI 300,4
2025-11-17,10482.15,10508.27,10530.32,10357.44,31862844,4827284999641.07,1.67,-0.56,-59.0,4.33,CSI 300,4
2025-11-18,10324.31,10382.48,10386.42,10293.65,69247052,10216869853721.47,0.9,-1.2,-125.79,3.01,CSI 300,4
2025-11-19,10397.09,10434.33,10468.77,10336.73,67809097,7688836459186.14,1.28,0.5,51.85,3.98,CSI 300,4
2025-11-20,10447.8,10479.34,10534.89,10399.73,98749610,14479178634418.06,1.3,0.43,45.01,2.69,CSI 300,4
2025-11-21,10600.11,10650.76,10788.06,10575.35,55533992,5251182796580.9,2.01,1.64,171.42,2.76,CSI 300,4
2025-11-24,10247.16,10305.17,10418.81,10138.35,116975693,17328760954647.79,2.77,-3.24,-345.59,3.19,CSI 300,4
2025-11-25,10049.94,10073.32,10138.22,9996.42,58919137,8298879664547.94,1.42,-2.25,-231.85,1.13,CSI 300,4
2025-11-26,10232.58,10198.19,10370.95,10175.83,120420867,14872178504574.5,1.92,1.24,124.87,3.4,CSI 300,4
2025-11-27,10257.08,10263.01,10318.14,10185.42,59965388,7776755897449.53,1.3,0.64,64.82,4.35,CSI 300,4
2025-11-28,10260.72,10389.69,10420.09,10156.08,42622373,4629830497707.19,2.6,1.23,126.69,1.22,CSI 300,4
2025-12-01,10311.73,10271.27,10348.2,10190.22,54449349,8188673239501.56,1.55,-1.14,-118.42,2.2,CSI 300,4
2025-12-02,10193.74,10221.36,10246.93,10138.11,91068271,7881752402956.21,1.07,-0.49,-49.91,4.64,CSI 300,4
2025-12-03,10110.02,10053.64,10133.31,9993.74,78367383,11217007320802.55,1.4,-1.64,-167.73,1.9,CSI 300,4
2025-12-04,9781.13,9750.45,9857.19,9733.74,67407314,6460851101915.56,1.27,-3.02,-303.19,4.44,CSI 300,4
2025-12-05,9758.4,9770.09,9818.76,9748.47,38962072,5190578407186.46,0.72,0.2,19.64,3.39,CSI 300,4
2025-12-08,9944.28,9951.85,9960.9,9909.08,63719514,5292419457520.87,0.52,1.86,181.76,4.3,CSI 300,4
2025-12-09,9887.97,9932.16,9934.93,9871.6,47372805,4568673119095.6,0.64,-0.2,-19.69,1.14,CSI 300,4
2025-12-10,9866.66,9841.65,9911.76,9815.91,46762808,4319013494854.74,0.98,-0.91,-90.5,4.04,CSI 300,4
2025-12-11,9761.53,9700.38,9766.8,9693.26,108001204,15555380535704.9,0.76,-1.44,-141.28,0.63,CSI 300,4
2025-12-12,9814.88,9842.78,9871.46,9675.51,44759907,4171444010020.17,2.03,1.47,142.4,2.28,CSI 300,4
2025-12-15,9831.95,9855.12,9885.1,9797.36,43506710,4543915786469.93,0.9,0.13,12.34,1.76,CSI 300,4
2025-12-16,9948.62,9872.63,10003.95,9867.08,76824886,7650131323036.52,1.39,0.18,17.51,3.39,CSI 300,4
2025-12-17,9692.55,9689.29,9694.56,9682.89,41528827,5996102670230.96,0.12,-1.86,-183.35,3.94,CSI 300,4
2025-12-18,9518.82,9575.74,9625.9,9409.88,49768537,5867113509470.92,2.3,-1.17,-113.55,2.05,CSI 300,4
2025-12-19,9617.7,9669.13,9738.72,9599.86,171960361,17488512022633.13,1.45,0.98,93.39,4.27,CSI 300,4
2025-12-22,9668.75,9604.91,9691.95,9564.71,60390873,8326778824155.6,1.33,-0.66,-64.22,2.98,CSI 300,4
2025-12-23,9543.08,9525.48,9610.2,9491.41,92057284,11356244307962.9,1.25,-0.83,-79.43,3.89,CSI 300,4
2025-12-24,9797.85,9838.15,9874.51,9793.49,230930421,29363156705713.06,0.83,3.28,312.67,3.76,CSI 300,4
2025-12-25,9861.97,9849.01,9922.57,9791.85,72547148,8148866350479.93,1.33,0.11,10.86,1.12,CSI 300,4
2025-12-26,9797.02,9828.92,9862.38,9766.62,85358295,9635409804738.25,0.98,-0.2,-20.09,3.79,CSI 300,4
2025-12-29,9740.05,9813.53,9904.54,9698.77,76767165,9880418928820.73,2.12,-0.16,-15.38,4.22,CSI 300,4
2025-12-30,9715.89,9728.99,9735.23,9688.6,55803264,4381716470524.04,0.48,-0.86,-84.54,0.66,CSI 300,4
2025-12-31,9721.44,9721.77,9801.25,9634.03,69925982,7519277277469.6,1.74,-0.07,-7.23,1.23,CSI 300,4
2026-01-05,9907.98,9968.91,9990.56,9885.43,60048064,8900594196601.6,1.06,2.54,247.14,2.84,CSI 300,4
2026-01-06,9975.3,10024.44,10056.88,9892.84,41638975,5249378266882.17,1.66,0.56,55.53,0.76,CSI 300,4
2026-01-07,9780.18,9818.54,9824.83,9743.22,99587598,10415432539037.88,0.84,-2.05,-205.9,2.15,CSI 300,4
2026-01-08,9756.9,9764.68,9848.5,9688.06,26569873,2384511417513.48,1.66,-0.55,-53.85,4.28,CSI 300,4
2026-01-09,9784.78,9779.87,9801.62,9753.02,65911591,6775335645400.33,0.5,0.16,15.19,0.95,CSI 300,4
2026-01-12,9536.35,9590.31,9655.69,9525.42,57102677,6220764540903.35,1.37,-1.94,-189.56,1.13,CSI 300,4
2026-01-13,9512.26,9533.9,9563.58,9475.36,39110936,4629272886981.54,0.93,-0.59,-56.41,1.04,CSI 300,4
2026-01-14,9399.41,9416.7,9437.99,9395.91,89649577,12563375811031.94,0.45,-1.23,-117.2,2.95,CSI 300,4
2026-01-15,9306.59,9370.08,9384.88,9294.42,39394272,4235030561949.68,0.97,-0.5,-46.62,1.87,CSI 300,4
2026-01-16,9388.71,9380.49,9409.12,9380.4,53547808,5296925944456.47,0.31,0.11,10.4,4.17,CSI 300,4
